18	0
17	0
18	0
18	0
18	0
17	0
18	0
17	0
17	0
17	0
18	0
18	0
18	0
17	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
17	0
17	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
17	0
17	0
18	0
18	0
18	0
18	0
17	0
17	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
17	0
18	0
17	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
17	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
17	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
17	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
17	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
17	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
17	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
17	0
18	0
18	0
17	0
17	0
17	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
17	0
18	0
18	0
17	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
17	0
17	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	-1
18	-1
18	-1
18	-1
18	-1
17	-1
18	-2
18	-2
17	-2
17	-2
18	-2
18	-2
18	-2
17	-3
18	-3
17	-3
18	-3
18	-3
18	-3
18	-3
17	-3
18	-3
17	-3
18	-4
18	-4
17	-4
18	-4
18	-4
17	-4
18	-5
18	-5
17	-5
17	-5
17	-5
18	-6
18	-6
18	-6
18	-6
18	-6
18	-6
18	-7
18	-7
18	-7
18	-7
17	-7
18	-7
18	-8
18	-8
18	-8
18	-8
18	-8
18	-8
19	-8
18	-9
18	-9
18	-9
18	-9
18	-9
18	-9
18	-9
18	-10
18	-10
18	-10
18	-10
18	-10
18	-10
19	-11
18	-11
18	-11
19	-11
18	-12
18	-12
18	-12
18	-12
18	-13
19	-13
19	-13
19	-13
19	-14
18	-14
19	-14
18	-14
19	-15
19	-15
19	-15
18	-15
19	-15
19	-16
19	-16
19	-16
19	-17
19	-17
19	-17
19	-17
19	-18
19	-18
19	-18
20	-18
20	-19
20	-19
20	-19
19	-19
19	-20
20	-20
21	-20
21	-21
20	-21
20	-21
20	-21
21	-22
21	-22
22	-22
22	-23
22	-23
21	-23
22	-24
22	-24
22	-24
23	-25
22	-25
23	-25
23	-26
22	-26
23	-26
23	-27
22	-27
23	-27
22	-28
23	-28
23	-28
23	-28
23	-29
22	-29
23	-30
23	-30
22	-30
23	-31
22	-31
23	-31
23	-31
23	-32
23	-32
23	-32
23	-32
23	-32
23	-33
23	-33
23	-33
23	-33
23	-33
23	-33
23	-33
22	-33
22	-33
22	-33
22	-34
22	-34
23	-34
23	-34
