MPU6050 status: 0
Calculating offsets, do not move Cha Cha
Done Gyro Calibration
24	0
8	0
9	0
24	0
8	0
24	0
24	0
9	0
24	0
24	0
24	0
24	0
24	0
24	0
24	0
9	0
24	0
24	0
24	0
8	0
25	0
24	0
8	0
8	0
24	0
24	0
24	0
8	0
9	0
9	0
24	0
24	0
24	0
24	0
24	0
24	0
8	0
25	0
24	0
9	0
24	0
9	0
24	0
24	0
24	0
8	0
25	0
24	0
9	0
24	0
24	0
24	0
24	0
8	0
9	0
8	0
8	0
24	0
9	0
24	0
24	0
24	0
8	0
8	0
24	0
24	0
24	0
24	0
8	0
24	0
8	0
8	0
25	0
24	0
24	0
24	0
24	0
9	0
9	0
8	0
24	0
24	0
24	0
24	0
24	0
9	0
8	0
9	0
24	0
24	0
24	0
24	0
24	0
8	0
24	0
8	0
25	0
24	0
8	0
8	0
25	0
24	0
24	0
8	0
24	0
9	0
8	0
24	0
24	0
9	0
8	0
9	0
24	0
8	0
9	0
24	0
24	0
24	0
24	0
24	0
24	0
24	0
9	0
9	0
24	0
8	0
24	0
24	0
24	0
24	0
9	0
25	0
24	0
24	0
24	0
9	0
24	0
9	0
25	0
8	0
24	0
8	0
9	0
9	0
9	0
25	0
8	0
9	0
24	0
9	0
24	0
24	0
24	0
9	0
24	0
8	0
8	0
24	0
9	0
8	0
9	0
8	0
24	0
24	0
8	0
9	0
24	0
24	0
8	0
24	0
8	0
25	0
24	0
9	0
25	0
24	0
9	0
24	0
24	0
24	0
24	0
9	0
8	0
25	0
24	0
24	0
24	0
9	0
24	0
24	0
8	0
24	0
9	0
25	0
24	0
24	0
24	0
24	0
24	0
24	0
24	0
24	0
24	0
24	0
24	0
24	0
24	0
9	0
24	0
9	0
24	0
24	0
9	0
24	0
9	0
24	0
9	0
9	0
24	0
9	0
24	0
24	0
24	0
24	0
24	0
9	0
8	0
24	0
24	0
24	0
24	0
24	0
9	0
24	0
9	0
24	0
24	0
24	0
9	0
9	0
24	0
24	0
24	0
9	0
24	0
9	0
24	0
9	0
24	0
24	0
24	0
9	0
9	0
25	0
24	0
24	0
9	0
8	0
9	0
9	0
25	0
8	0
9	0
25	0
8	0
25	0
24	0
24	0
24	0
24	0
9	0
24	0
24	0
24	0
24	0
9	0
9	0
24	0
9	0
9	0
9	0
9	0
24	0
24	0
9	0
9	0
9	0
24	0
8	0
9	0
9	0
24	0
24	0
9	0
24	0
9	0
9	0
24	0
9	0
24	0
24	0
9	0
9	0
9	0
9	0
9	0
24	0
9	0
9	0
24	0
24	0
9	0
24	0
9	0
9	0
9	0
25	0
9	0
24	0
9	0
9	0
24	0
24	0
9	0
24	0
24	0
9	0
24	0
9	0
24	0
9	0
24	0
8	0
8	0
9	0
24	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
24	0
9	0
8	0
24	0
9	0
24	0
24	0
9	0
9	0
24	0
24	0
9	0
9	0
9	0
8	0
24	0
24	0
24	0
8	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
8	0
9	0
24	0
8	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
24	0
9	0
9	0
24	0
24	0
23	0
9	0
9	0
24	0
24	0
9	0
24	0
9	0
24	0
9	0
24	0
24	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
25	0
9	0
9	0
9	0
9	0
9	0
24	0
9	0
9	0
9	0
9	0
9	0
24	0
9	0
24	0
9	0
24	0
9	0
9	0
9	0
24	0
9	0
9	0
24	0
23	0
9	0
24	0
9	0
24	0
24	1
9	1
9	1
9	1
9	1
24	1
8	1
9	1
24	1
23	1
24	1
9	1
9	1
9	1
9	1
9	1
23	1
9	1
9	1
24	1
9	1
9	1
9	1
24	1
23	1
9	1
9	1
9	1
9	1
9	1
9	1
9	1
24	1
9	1
9	1
9	1
9	1
9	1
24	1
9	1
9	1
24	1
23	1
23	1
23	1
23	1
23	1
9	1
9	1
9	1
9	1
9	1
9	1
9	1
9	1
9	1
9	1
9	1
9	1
9	1
9	1
9	2
9	2
9	2
9	2
24	2
9	2
24	2
7	2
24	2
9	2
23	2
24	2
